producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
300397;39;0166-445X;;276;284;AQUATIC TOXICOLOGY;199;;;10.1016/j.aquatox.2018.04.005;ELSEVIER SCIENCE BV;NO INDEXADO
300399;1;2347-1085;;258;277;LA RIVADA;5;9;;;FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES - UNIVERSIDAD NACIONAL DE MISIONES;NO INDEXADO
300402;34;1601-1686;;4;33;SOCIEDAD Y DISCURSO;32;;;;UNIVERSIDAD DE AALBORG;NO INDEXADO
300403;39;1878-8181;;25;30;BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY;13;;;10.1016/j.bcab.2017.10.015;ELSEVIER;NO INDEXADO
300404;39;1878-8181;;25;30;BIOCATALYSIS AND AGRICULTURAL BIOTECHNOLOGY;13;;;10.1016/j.bcab.2017.10.015;ELSEVIER;NO INDEXADO
300408;39;0141-8130;;566;577;INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES;120;;;;ELSEVIER SCIENCE BV;NO INDEXADO
300414;4;1794-600X;;;;REVISTA MISIÓN JURÍDICA;;15;;;UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA;NO INDEXADO
300417;477;0862-8432;;34;52;LINGUISTICA PRAGENSIA;28;1;;; FACULTY OF ARTS, CHARLES UNIVERSITY, PRAGUE ;NO INDEXADO
300418;35;2530-0792;;;;REVISTA ESPAÑOLA DE CASOS CLÍNICOS;3;1;;;CTO;NO INDEXADO
300441;21;0147-6513;;44;49;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;158;;;10.1016/j.ecoenv.2018.03.096;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
300442;7;0188-4999;;;;REVISTA INTERNACIONAL DE CONTAMINACIÃ³N AMBIENTAL;;;;;CENTRO CIENCIAS ATMOSFERA UNAM;NO INDEXADO
300443;31;0971-5894;;;;PHYSIOLOGY AND MOLECULAR BIOLOGY OF PLANTS.;;;;;SPRINGER ;NO INDEXADO
300468;31;0021-7670;;;;JOURNAL D4ANALYSE MATHEMATIQUE;;;;;SPRINGER;NO INDEXADO
300476;31;0039-7881;;;;SYNTHESIS-STUTTGART;;;;;GEORG THIEME VERLAG KG;NO INDEXADO
300488;1;0329-5885;;;;ISSN: 0329-5885 - ANUARIO DE INVESTIGACIONES;24;;;;FAC. DE PSICOLOGÍA, UBA;NO INDEXADO
300499;1;1514-7991;;;;REVISTA ARGENTINA DE ANTROPOLOGÍA BIOLÓGICA;;;;;UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
300512;82;1475-3839;;399;415;BULLETIN OF HISPANIC STUDIES;95;4;;;LIVERPOOL UNIVERSITY PRESS;NO INDEXADO
300513;39;0012-8252;;379;429;EARTH-SCIENCE REVIEWS;178;;;10.1016/j.earscirev.2017.12.016;ELSEVIER SCIENCE BV;NO INDEXADO
300515;21;1064-3745;;;;METHODS IN MOLECULAR BIOLOGY (CLIFTON, N.J.);;;;;HUMANA PRESS;NO INDEXADO
300517;21;0277-3791;;177;192;QUATERNARY SCIENCE REVIEWS;196;;;10.1016/j.quascirev.2018.07.031;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
300518;21;0025-326X;;977;987;MARINE POLLUTION BULLETIN;135;;;10.1016/j.marpolbul.2018.08.022;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
300533;3;2175-4977;;1;16;REVISTA INTERAMERICANA DE COMUNICAÇÃO MIDIÁTICA;17;33;;10.5902/21754977;UNIVERSIDADE FEDERAL DE SANTA MARIA;NO INDEXADO
300534;35;;;177;190;FONSECA, JOURNAL OF COMMUNICATION;;16;;10.14201/fjc201816;UNIVERSIDAD DE SALAMANCA;NO INDEXADO
300535;43;;;65;80;ESTUDOS EM COMUNICAÇÃO;26;1;;10.20287/ec.n26.v1.a05;UNIVERSIDADE DA BEIRA INTERIOR;NO INDEXADO
300536;1;;;54;68;PILQUEN;21;2;;;UNIVERSIDAD NACIONAL DE COMAHUE;NO INDEXADO
300541;21;1064-3745;;;;METHODS IN MOLECULAR BIOLOGY (CLIFTON, N.J.);;;;;HUMANA PRESS;NO INDEXADO
300542;39;0959-8049;;1;9;EUROPEAN JOURNAL OF CANCER;88;;;10.1016/j.ejca.2017.10.029;ELSEVIER SCI LTD;NO INDEXADO
300543;1;0025-7680;;;;MEDICINA (BUENOS AIRES);;;;;MEDICINA (BUENOS AIRES);NO INDEXADO
300544;21;1535-6108;;155;157;CANCER CELL;33;2;;10.1016/j.ccell.2018.01.015;CELL PRESS;NO INDEXADO
300547;35;2385-4626;;139;162;REDES - REVISTA HISPANA PARA EL ANÁLISIS DE REDES SOCIALES;29;1;;;UNIVERSITAT AUTÒNOMA DE BARCELONA - UNIVERSIDAD DE SEVILLA;NO INDEXADO
300548;1;0524-9767;;145;175;"BOLETÍN DEL INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA ?DR. EMILIO RAVIGNANI""";;49;;;INSTITUTO DE HISTORIA ARGENTINA Y AMERICANA ?DR. EMILIO RAVIGNANI?, UNIVERSIDAD DE BUENOS AIRES / CONICET (CONSEJO NACIONAL DE INVESTIGACIONES CIENTÍFICAS Y TÉCNICAS, ARGENTINA);NO INDEXADO
300555;82;1474-905X;;127;179;PHOTOCHEMICAL AND PHOTOBIOLOGICAL SCIENCES;17;2;;10.1039/c7pp90043k;ROYAL SOC CHEMISTRY;NO INDEXADO
300563;21;2041-1723;;;;NATURE COMMUNICATIONS;9;1;;10.1038/s41467-018-04063-5;NATURE PUBLISHING GROUP;NO INDEXADO
300564;21;;;;;ARTHRITIS RHEUMATOL.;;;;10.1002/art.40521;WILEY ONLINE;NO INDEXADO
300571;82;2041-1723;;;;NATURE COMMUNICATIONS;9;1;;10.1038/s41467-018-04063-5;NATURE PUBLISHING GROUP;NO INDEXADO
300572;21;;;1429;1439;ARTHRITIS & RHEUMATOLOGY;70;9;;10.1002/art.40521;WILEY;NO INDEXADO
300586;35;2339-9341;;104;109;RIDAS;1;5;;10.1344/RIDAS2018.5.7;UNIVERSIDAD DE BARCELONA;NO INDEXADO
300589;21;0006-2960;;;;BIOCHEMISTRY;;;;10.1021/acs.biochem.8b00323;AMER CHEMICAL SOC;NO INDEXADO
300590;3;2236-1782;;157;169;HISTÓRIA UNISINOS;22;2;;10.4013/htu.2018.222.01;OIKOS-UNISINOS;NO INDEXADO
300591;1;1669-2381;;;;SALUD COLECTIVA;14;3;;;SALUD COLECTIVA;NO INDEXADO
300593;5;0210-9395;;104;126;ESTUDIOS DE PSICOLOGÍA;39;1;;;FUNDACIÓN INFANCIA Y APRENDIZAJE, TAYLOR & FRANCIS;NO INDEXADO
300612;1;1853-9580;;54;66;BADEBEC. REVISTA DEL CENTRO DE ESTUDIOS DE TEORÍA CRÍTICA LITERARIA;7;14;;;CENTRO DE ESTUDIOS DE TEORÍA Y CRÍTICA LITERARIA DE LA FACULTAD DE HUMANIDADES Y ARTES DE LA UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
300613;1;0328?5766;;179;193;CELEHIS : REVISTA DEL CENTRO DE LETRAS HISPANOAMERICANAS;;35;;;FACULTAD DE HUMANIDADES - UNIVERSIDAD NACIONAL DE MAR DEL PLATA.;NO INDEXADO
300626;5;0717-7356;;;;CHUNGARA REVISTA DE ANTROPOLOGÍA CHILENA;;;;;UNIVERSIDAD DE TARAPACÁ, DEPARTAMENTO DE ANTROPOLOGÍA;NO INDEXADO
300630;1;1668-7515;;;;ASTROLABIO;;;;;CENTRO DE INVESTIGACIONES Y ESTUDIOS SOBRE CULTURA Y SOCIEDAD (CONICET Y UNC);NO INDEXADO
300631;4;1657-9763;;;;APUNTES. REVISTA DE ESTUDIOS SOBRE PATRIMONIO CULTURAL;31;2;;;PONTIFICIA UNIVERSIDAD JAVERIANA;NO INDEXADO
300632;5;0719-2932;;;;PLANEO;;35;;;PONTIFICA UNIVERSIDAD CATÓLICA DE CHILE. INSTITUTO DE ESTUDIOS URBANOS Y TERRITORIALES;NO INDEXADO
300639;21;0027-8424;;;;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;115;3;;10.1073/pnas.1713710115;NATL ACAD SCIENCES;NO INDEXADO
300641;21;2575-906X;;316;320;BIODIVERSITY INTERNATIONAL JOURNAL;4;;;10.15406/bij.2018.02.00080;MEDCRAVE GROUP;NO INDEXADO
300647;1;0327-5159;;;;ARQUEOLOGÍA (BUENOS AIRES);;;;;UNIVERSIDAD DE BUENOS AIRES - FFYL;NO INDEXADO
300650;45;;;1;18;FRONTIERS IN ECOLOGY AND EVOLUTION;6;;;10.3389/fevo.2018.00018;FRONTIERS MEDIA S.A.;NO INDEXADO
300651;512;2077-4613;;515;522;MIDDLE EAST JOURNAL OF APPLIED SCIENCES;8;2;;;NATIONAL RESEARCH CENTRE;NO INDEXADO
300652;21;2372-0352;;173;194;AIMS ENVIRONMENTAL SCIENCE;5;3;;10.3934/environsci.2018.3.173;AIMS PRESS;NO INDEXADO
300658;21;0003-4819;;301;302;ANN. INTERN. MED.;168;4;;10.7326/M17-1949;AMERICAN COLLEGE OF PHYSICIANS;NO INDEXADO
300659;82;;;;;THE LANCET GLOBAL HEALTH;6;2;;10.1016/S2214-109X(17)30496-5;ELSEVIER LTD;NO INDEXADO
300660;82;;;;;THE LANCET GLOBAL HEALTH;6;5;;10.1016/S2214-109X(18)30123-2;ELSEVIER LTD;NO INDEXADO
300661;82;1743-422X;;;;VIROLOGY JOURNAL;15;1;;10.1186/s12985-018-1015-6;BIOMED CENTRAL LTD;NO INDEXADO
300665;31;0921-9668;;241;246;PLANT FOODS FOR HUMAN NUTRITION;73;3;;10.1007/s11130-018-0682-1;SPRINGER;NO INDEXADO
300672;1;2346-9935;;;;EL BANQUETE DE LOS DIOSES;;;;;INSTITUTO DE INVESTIGACIONES GINO GERMANI - FACULTAD DE CIENCIAS SOCIALES - UNIVERSIDAD DE BUENOS AIRES ;NO INDEXADO
300674;1;;;75;79;TRAMAS/MAEPOVA;6;1;;;CENTRO DE INVESTIGACIONES SOCIALES Y EDUCATIVAS DEL NORTE ARGENTINO;NO INDEXADO
300675;37;;;;;AMÉRIQUE LATINE HISTOIRE ET MÉMOIRE. LES CAHIERS ALHIM;35;;;;UNIVERSITÉ PARIS VIII;NO INDEXADO
300676;31;0011-4642;;;;CZECHOSLOVAK MATHEMATICAL JOURNAL;;;;10.21136/CMJ.2018.0274-17;SPRINGER HEIDELBERG;NO INDEXADO
300678;37;1631-073X;;509;516;COMPTES RENDUS MATHEMATIQUE;356;5;;10.1016/j.crma.2018.04.002;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;NO INDEXADO
300679;31;;;89;95;ANALYSIS AND GEOMETRY IN METRIC SPACES;6;1;;10.1515/agms-2018-0005;DE GRUYTER;NO INDEXADO
300680;1;1666-6933;;5;22;REVISTA TECNOLOGÍA Y CIENCIA. PUBLICACION CUATRIMESTRAL DE SCYT - UTN;16;33;;;SECRETARIA DE CIENCIA, TECNOLOGIA Y POSGRADO UNIVERSIDAD TECNOLÓGICA NACIONA;NO INDEXADO
300685;21;;;;;ANNALS OF FUNCTIONAL ANALYSIS;;;;;DUKE UNIVERSITY PRESS;NO INDEXADO
300696;1;1666-1508;;;;PRISMAS. REVISTA DE HISTORIA INTELECTUAL;;;;;UNIVERSIDAD NACIONAL DE QUILMES;NO INDEXADO
300697;21;2326-5205;;;;ARTHRITIS AND RHEUMATOLOGY;;;;;WILEY ONLINE LIBRARY;NO INDEXADO
300698;82;2041-1723;;;;NATURE COMMUNICATIONS;9;1;;10.1038/s41467-018-04063-5;SPRINGER NATURE;NO INDEXADO
300708;21;1550-7424;;119;125;RANGELAND ECOLOGY AND MANAGEMENT (EX JRM);71;;;;SOC RANGE MANAGEMENT;NO INDEXADO
300709;21;1550-7424;;;;RANGELAND ECOLOGY AND MANAGEMENT (EX JRM);;;;;SOC RANGE MANAGEMENT;NO INDEXADO
300712;35;0210-0010;;121;128;REVISTA DE NEUROLOGIA;67;4;;10.33588/rn.6704.2018077;REVISTA DE NEUROLOGIA;NO INDEXADO
300714;39;2468-8231;;;;MOLECULAR CATALYSIS;;;;10.1016/j.mcat.2018.06.010;ELSEVIER;NO INDEXADO
300715;39;2352-3409;;;;DATA IN BRIEF;;;;10.1016/j.dib.2018.07.064;ELSEVIER;NO INDEXADO
300717;1;1852-060X;;;;REVISTA DEL MUSEO DE ANTROPOLOGÍA;;;;;UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
300718;3;;;;;CADERNO DE LETRAS;;;;;CENTRO DE LETRAS E COMUNICAÇÃO DA UNIVERSIDADE FEDERAL DE PELOTAS;NO INDEXADO
300729;31;0926-2601;;473;493;POTENTIAL ANALYSIS;48;4;;10.1007/s11118-017-9644-8;SPRINGER;NO INDEXADO
300731;31;;;89;95;ANALYSIS AND GEOMETRY IN METRIC SPACES;6;1;;10.1515/agms-2018-0005;DE GRUYTER;NO INDEXADO
300732;37;1631-073X;;509;516;COMPTES RENDUS MATHEMATIQUE;356;5;;10.1016/j.crma.2018.04.002;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;NO INDEXADO
300733;21;;;;;ANNALS OF FUNCTIONAL ANALYSIS;;;;;DUKE UNIVERSITY PRESS;NO INDEXADO
300740;21;;;59;69;METHODS MOL BIOL.;1747;;;;SPRINGER SCIENCE ;NO INDEXADO
300742;31;0966-0844;;561;570;BIOMETALS;31;;;;SPRINGER;NO INDEXADO
300748;5;0719-4404;;88;121;REVISTA NOTAS HISTÓRICAS Y GEOGRÁFICAS;;20;;;PUBLICACIÓN DEL DEPARTAMENTO DISCIPLINARIO DE HISTORIA. FACULTAD DE HUMANIDADES. UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACIÓN  AV. PLAYA ANCHA Nº 850, VALPARAÍSO, CHILE.;NO INDEXADO
300752;1;2591-6645;;;;NUESTRO NOA;;;;;UNIVERSIDAD NACIONAL DE JUJUY;NO INDEXADO
300754;1;2250-4591;;253;269;+E REVISTA DE EXTENSIÓN UNIVERSITARIA;;7;;;UNIVERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
300756;21;0147-6513;;646;655;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;163;;;10.1016/j.ecoenv.2018.07.085;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
300759;37;0004-6361;;;;ASTRONOMY AND ASTROPHYSICS;609;;;10.1051/0004-6361/201730848;EDP SCIENCES S A;NO INDEXADO
300760;21;0035-8711;;5362;5384;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;479;4;;10.1093/mnras/sty1773;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
300784;37;0016-6995;;;;GEOBIOS;;;;;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;NO INDEXADO
300790;39;0963-9969;;;;FOOD RESEARCH INTERNATIONAL;;;;;ELSEVIER SCIENCE BV;NO INDEXADO
300797;11;2244-811X;;27;44;LENGUA Y HABLA;1;22;;;UNIVERSIDAD DE LOS ANDES;NO INDEXADO
300798;5;0718-4018;;4;34;REVISTA FARO;2;28;;;UNIVERSIDAD DE PLAYA ANCHA;NO INDEXADO
300804;1;0326-4629;;1;5;VETERINARIA ARGENTINA;35;363;;;VETERINARIA ARGENTINA;NO INDEXADO
300813;3;1983-9928;;142;172;HISTÓRIA DA HISTORIOGRAFIA: INTERNATIONAL JOURNAL OF THEORY AND HISTORY OF HISTORIOGRAPHY;;127;;10.15848/hh.v0i27.1280;SOCIEDADE BRASILEIRA DE TEORIA E HISTÓRIA DA HISTORIOGRAFIA;NO INDEXADO
300814;82;1344-3941;;;;ANIMAL SCIENCE JOURNAL;;;;10.1111/asj.13102;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
300816;42;1578-6617;;1;39;L1-EDUCATIONAL STUDIES IN LANGUAGE AND LITERATURE;18;;;10.17239/L1ESLL-2018.18.04.02;NATIONAL RESEARCH SCHOOL FOR EDUCATIONAL STUDIES ;NO INDEXADO
300819;82;1742-5468;;;;JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT;2018;3;;10.1088/1742-5468/aab1b3;IOP PUBLISHING LTD;NO INDEXADO
300828;21;1932-6203;;;;PLOS ONE;;;;;PUBLIC LIBRARY SCIENCE;NO INDEXADO
300835;39;1470-160X;;831;840;ECOLOGICAL INDICATORS;95;;;10.1016/j.ecolind.2018.08.029;ELSEVIER SCIENCE BV;NO INDEXADO
300840;1;0374-6186;;93;138;BOLETÍN DE ESTUDIOS GEOGRÁFICOS;;109;;;UNIVERSIDAD NACIONAL DE CUYO. FACULTAD DE FILOSOFÍA Y LETRAS. INSTITUTO DE GEOGRAFÍA;NO INDEXADO
300842;39;0009-2614;;93;97;CHEMICAL PHYSICS LETTERS;701;;;10.1016/j.cplett.2018.04.044;ELSEVIER SCIENCE BV;NO INDEXADO
300843;7;1665-2738;;1135;1146;REVISTA MEXICANA DE INGENIERIA QUIMICA;13;3;;;UNIV AUTONOMA METROPOLITANA-IZTAPALAPA;NO INDEXADO
300847;82;0899-8418;;1288;1295;INTERNATIONAL JOURNAL OF CLIMATOLOGY;38;;;10.1002/joc.5419;JOHN WILEY & SONS LTD;NO INDEXADO
300851;45;1563-0013;;;;PUENTES;19;5;;;INTERNATIONAL CENTRE FOR TRADE AND SUSTAINABLE DEVELOPMENT;NO INDEXADO
300852;1;0041-8676;;175;183;REVISTA DE LA FACULTAD DE AGRONOMÍA DE LA PLATA;117;2;;;FAC. CIENCIAS AGRARIAS Y FORESTALES, UNLP;NO INDEXADO
300861;31;1059-9495;;1103;1108;JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE;27;3;;10.1007/s11665-018-3139-7;SPRINGER;NO INDEXADO
300863;4;2027-5528;;264;296;CAMBIOS Y PERMANENCIAS,;9;1;;;UNIVERSIDAD INDUSTRIAL DE SANTANDER;NO INDEXADO
300865;31;1022-9760;;;;JOURNAL OF POLYMER RESEARCH;25;5;;10.1007/s10965-018-1501-y;SPRINGER;NO INDEXADO
300875;82;0024-4066;;;;BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY;;;;10.1093/biolinnean/bly134;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
300876;21;0718-2457;;;;IMPACT ASSESSMENT & PROJECT APPRAISAL.;;;;;IAIA;NO INDEXADO
300881;5;;;25;44;ESTUDIOS ATACAMEÑOS;57;;;10.4067/S0718-10432018005000703;ESTUDIOS ATACAMEÑOS. ARQUEOLOGÍA Y ANTROPOLOGÍA SURANDINAS;NO INDEXADO
300886;21;1948-5182;;;;WORLD JOURNAL OF HEPATOLOGY;;;;;BAISHIDENG PUBLISHING GROUP INC.;NO INDEXADO
300889;3;0100-8358;;1;9;PLANTA DANINHA;36;0;;10.1590/s0100-83582018360100005;UNIV FEDERAL VICOSA;NO INDEXADO
300894;1;2250-5342;;1;27;MANEJO DE MALEZAS PROBLEMA;VII;;;;REM - AAPRESID;NO INDEXADO
300916;61;2327-4336;;;;JOURNAL OF GEOSCIENCE AND ENVIRONMENT PROTECTION;;;;;SCRIPT;NO INDEXADO
300917;31;1064-7554;;;;JOURNAL OF MAMMALIAN EVOLUTION;;;;10.1007/s10914-018-9442-0;SPRINGER;NO INDEXADO
300918;21;0148-0227;;4624;4648;JOURNAL OF GEOPHYSICAL RESEARCH;123;;;10.1029/2018JC013907;AMER GEOPHYSICAL UNION;NO INDEXADO
300919;1;2545-8655;;14;23;ANALES DE LA ASOCIACIÓN QUÍMICA ARGENTINA;105;1;;;AQA;NO INDEXADO
300922;1;1515-5994;;;;MUNDO AGRARIO;19;40;;;CHAA-IDIHCS-CONICET-UNLP;NO INDEXADO
300924;4;0120-0690;;229;234;REVISTA COLOMBIANA DE CIENCIAS PECUARIAS;31;3;;;UNIV ANTIOQUIA;NO INDEXADO
300925;1;0327-358X;;;;ANALES AFA;;;;;ASOCIACIÓN FÍSICA ARGENTINA ;NO INDEXADO
300926;82;0142-5242;;938;946;GRASS AND FORAGE SCIENCE (PRINT);73;4;;10.1111/gfs.12385;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
300935;31;1436-6207;;;;EUROPEAN JOURNAL OF NUTRITION;;;;10.1007/s00394-018-1628-y;DR DIETRICH STEINKOPFF VERLAG;NO INDEXADO
300941;3;1518-1219;;1;15;MERIDIANO 47;;19;;; UNIVERSIDADE DE BRASÍLIA;NO INDEXADO
300946;31;1436-6207;;;;EUROPEAN JOURNAL OF NUTRITION;;;;10.1007/s00394-018-1628-y;DR DIETRICH STEINKOPFF VERLAG;NO INDEXADO
300948;39;0168-1656;;25;31;JOURNAL OF BIOTECHNOLOGY;282;;;10.1016/j.jbiotec.2018.06.345;ELSEVIER SCIENCE BV;NO INDEXADO
300952;31;0378-1909;;;;ENVIRONMENTAL BIOLOGY OF FISHES;;;;10.1007/s10641-018-0779-2;SPRINGER;NO INDEXADO
300953;31;0936-9902;;1;18;ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS;28;3;;;VERLAG DR FRIEDRICH PFEIL;NO INDEXADO
300954;21;1932-6203;;;;PLOS ONE;13;8;;10.1371/journal.pone.0202024;PUBLIC LIBRARY SCIENCE;NO INDEXADO
300956;21;1664-3224;;;;FRONTIERS IN IMMUNOLOGY;;;;;FRONTIERS IN IMMUNOLOGY;NO INDEXADO
300957;82;0019-2805;;;;IMMUNOLOGY;;;;10.1111/imm.12880;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
300959;31;0378-1909;;1319;1328;ENVIRONMENTAL BIOLOGY OF FISHES;101;9;;10.1007/s10641-018-0779-2;SPRINGER;NO INDEXADO
300960;31;0936-9902;;;;ICHTHYOLOGICAL EXPLORATION OF FRESHWATERS;;;;;VERLAG DR FRIEDRICH PFEIL;NO INDEXADO
300961;21;1932-6203;;;;PLOS ONE;;;;;PUBLIC LIBRARY SCIENCE;NO INDEXADO
300962;7;1870-3569;;;;REVISTA CONFINES;;;;;ESCUELA DE CIENCIAS SOCIALES Y GOBIERNO DEL TECNOLÓGICO DE MONTERREY;NO INDEXADO
300963;21;0022-2011;;36;44;JOURNAL OF INVERTEBRATE PATHOLOGY;157;;;10.1016/j.jip.2018.08.005;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
300964;39;0261-2194;;143;147;CROP PROTECTION;114;;;10.1016/j.cropro.2018.08.012;ELSEVIER SCI LTD;NO INDEXADO
300969;82;1687-806X;;1;10;INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING;2018;;;10.1155/2018/4972070;HINDAWI ;NO INDEXADO
300970;39;0926-3373;;1110;1123;APPLIED CATALYSIS B-ENVIRONMENTAL;237;;;10.1016/j.apcatb.2018.05.032;ELSEVIER SCIENCE BV;NO INDEXADO
300974;39;0377-0273;;153;170;JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH;354;;;10.1016/j.jvolgeores.2018.02.011;ELSEVIER SCIENCE BV;NO INDEXADO
300975;1;0373-580X;;23;29;BOL. SOC. ARG. DE BOTÁNICA;53;;;;CÓRDOBA;NO INDEXADO
300977;39;0022-2860;;495;502;JOURNAL OF MOLECULAR STRUCTURE;1171;;;10.1016/j.molstruc.2018.06.007;ELSEVIER SCIENCE BV;NO INDEXADO
300978;31;1610-2940;;;;JOURNAL OF MOLECULAR MODELING - (PRINT);;;;10.1007/s00894-018-3747-z;SPRINGER;NO INDEXADO
300979;21;1932-6203;;;;PLOS ONE;13;;;;PUBLIC LIBRARY SCIENCE;NO INDEXADO
300998;1;2545-627X;;;;CALAMUS. REVISTA DE LA SOCIEDAD ARGENTINA DE ESTUDIOS MEDIEVALES;2;;;;SOCIEDAD ARGENTINA DE ESTUDIOS MEDIEVALES;NO INDEXADO
300999;9;1025-9945;;;;REVISTA CONTRATEXTO;;;;;UNIVERSIDAD DE LIMA;NO INDEXADO
301033;21;0027-8424;;;;PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA;;;;10.1073/pnas.1804091115;NATL ACAD SCIENCES;NO INDEXADO
301034;32;0300-9564;;;;JOURNAL OF NEURAL TRANSMISSION. GENERAL SECTION.;;;;10.1007/s00702-018-1913-1;SPRINGER WIEN;NO INDEXADO
301053;5;0719-5605;;83;104;REVISTA SOPHIA AUSTRAL;00;21;;;UNIVERSIDAD DE MAGALLANES ;NO INDEXADO
301055;1;0327-358X;;;;ANALES AFA;;;;;ASOCIACIÓN FÍSICA ARGENTINA ;NO INDEXADO
301057;21;0197-0186;;96;104;NEUROCHEMISTRY INTERNATIONAL;118;;;;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
301058;31;0167-4412;;137;152;PLANT MOLECULAR BIOLOGY;98;1-2;;10.1007/s11103-018-0769-y;SPRINGER;NO INDEXADO
301063;21;0021-9541;;;;JOURNAL OF CELLULAR PHYSIOLOGY;;;;10.1002/jcp.27337;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
301064;7;0186-0348;;85;118;SECUENCIA. REVISTA DE HISTORIA Y CIENCIAS SOCIALES;;;;;INSTITUTO MORA Y CONSEJO NACIONAL DE CIENCIA Y TECNOLOGÍA;NO INDEXADO
301074;37;0751-7645;;31;42;KARSTOLOGIA;;;;;FEDÉRATION FRANCAISE DE SPÉLEOLOGIE;NO INDEXADO
301138;32;0300-9564;;1;12;JOURNAL OF NEURAL TRANSMISSION. GENERAL SECTION.;;;;;SPRINGER WIEN;NO INDEXADO
301139;39;1010-6030;;103;109;JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY;365;;;10.1016/j.jphotochem.2018.07.036;ELSEVIER SCIENCE SA;NO INDEXADO
301141;31;;;1;29;ATMOSPHERIC CHEMISTRY AND PHYSICS DISCUSSIONS;;;;10.5194/acp-2017-1213;COPERNICUS GMBH;NO INDEXADO
301145;31;1680-7316;;14965;14978;ATMOSPHERIC CHEMISTRY AND PHYSICS;18;20;;10.5194/acp-2017-1213;COPERNICUS PUBLICATIONS;NO INDEXADO
301146;41;1592-5919;;1;20;MAGAZZINO DI FILOSOFIA;;31;;;FRANCO ANGELI EDIZIONI;NO INDEXADO
301151;12;0034-7744;;;;REVISTA DE BIOLOGÃ­A TROPICAL;;;;;REVISTA DE BIOLOGIA TROPICAL;NO INDEXADO
301168;39;0047-259X;;101;116;JOURNAL OF MULTIVARIATE ANALYSIS;165;;;10.1016/j.jmva.2017.11.007;ELSEVIER INC;NO INDEXADO
301179;10;2393-6401;;69;84;REVISTA LATINOAMERICANA DE POBLACIÓN;12;22;;;ALAP;NO INDEXADO
301183;31;1616-5047;;47;54;MAMMALIAN BIOLOGY;90;;;10.1016/j.mambio.2018.02.007;ELSEVIER GMBH;NO INDEXADO
301184;21;0012-1630;;;;DEVELOPMENTAL PSYCHOBIOLOGY;;;;10.1002/dev.21635;JOHN WILEY & SONS INC;NO INDEXADO
301185;21;2470-0010;;;;PHYSICAL REVIEW D;98;2;;10.1103/PhysRevD.98.026015;AMER PHYSICAL SOC;NO INDEXADO
301188;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;10.1590/s1517-707620180002.0405;UNIV FED RIO DE JANEIRO;NO INDEXADO
301189;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;10.1590/s1517-707620180002.0407;UNIV FED RIO DE JANEIRO;NO INDEXADO
